g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,inferred variant consequence,variant types,molecular mechanism,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,panel,comments,date of last review
G2P01018,FOXG1,164874,HGNC:3811,BF1; FKH2; FKHL1; FKHL2; FKHL3; FKHL4; FOXG1A; FOXG1B; FOXG1C; HBF-3; HFK1; HFK2; HFK3; QIN,FOXG1-related congenital variant of Rett syndrome,613454,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002808; HP:0002650; HP:0003763; HP:0001332; HP:0001762; HP:0002186; HP:0001250; HP:0002305; HP:0002072; HP:0001257; HP:0100660; HP:0001319; HP:0002019; HP:0002020; HP:0002079; HP:0001270; HP:0002307; HP:0001302; HP:0010864; HP:0001763; HP:0100703; HP:0000253; HP:0000817,19564653; 21441262; 18571142; 19578037; 19806373; 20734096; 21280142; 21488007; 21953941; 22091895; 22129046; 22190898; 24388699; 24412290; 24766421; 25266269; 26364767,DD,,2015-07-22 16:15:06+00:00
G2P01021,ADNP,611386,HGNC:15766,ADNP1; KIAA0784,ADNP-related intellectual developmental disorder,615873,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0011844; HP:0002817; HP:0001155; HP:0011297; HP:0000153; HP:0000271; HP:0000929; HP:0001760; HP:0000598; HP:0000492; HP:0008050; HP:0001263; HP:0001249,24531329; 32275126; 31127536; 30107084; 29724491; 29475819; 28475273; 28407407; 28675391; 27031564; 25169753; 26168855; 29424797; 31029150; 33673501; 35446982; 35714324; 35920977; 36082574; 36321748,DD,,2015-07-22 16:15:06+00:00
G2P01045,SMAD4,600993,HGNC:6770,DPC4; MADH4,SMAD4-related Myhre syndrome,139210,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,,28406602; 24580733; 33428109; 31654632,DD; Skin; Skeletal,,2024-12-23 15:38:15+00:00
G2P01085,GCH1,600225,HGNC:4193,DYT14; DYT5; DYT5A; GCH; GTPCH1,GCH1-related dystonia,128230,,monoallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0002650; HP:0003487; HP:0003812; HP:0001762; HP:0001347; HP:0002066; HP:0002174; HP:0008297; HP:0011463; HP:0002356; HP:0000473; HP:0002548; HP:0001300; HP:0000006; HP:0000007; HP:0001761,11359069; 10208576; 17111153; 10732814; 11486899; 9667588; 9576537; 7874165; 9585358; 10078749; 11113234; 11956954; 12023430; 12874420; 14509676; 16289769; 17410324; 17557242; 17804835; 17898029; 18044725; 18345435; 18511327; 18621497; 19533203; 19566901; 20082337; 20108370; 20437540; 20491893; 21834904; 21935284; 22373569; 24018121; 24509643; 24948553; 25119902; 25634433; 26400349; 28087438; 28415164; 28582483; 28958832; 29290055; 29577080; 29948246,DD,,2015-07-22 16:15:10+00:00
G2P01096,TRIO,601893,HGNC:12303,ARHGEF23,TRIO-related intellectual disability,601893,MONDO:0001071,monoallelic_autosomal,,strong,uncertain,,undetermined,inferred,,HP:0000256; HP:0000252; HP:0011968; HP:0000750; HP:0001249,26235986; 27418539; 32109419; 28928363,DD,,2022-07-20 13:56:22+00:00
G2P01109,GRIN1,138249,HGNC:4584,GLUN1; NMDAR1; NR1,GRIN1-related epileptic encephalopathy,,,monoallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,,23934111; 27164704; 35393335; 25864721; 26933583; 28228639; 28389307; 29194067; 29365063; 30355546; 31176596; 33062288; 33403508; 34227748; 34413877; 34884460,DD,,2025-01-16 22:54:15+00:00
G2P01128,STXBP1,602926,HGNC:11444,HUNC18; MUNC18-1; NSEC1; RBSEC1; UNC18,STXBP1-related epileptic encephalopathy early infantile,612164,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003623; HP:0001337; HP:0007105; HP:0002059; HP:0002069; HP:0011344; HP:0002079; HP:0002123; HP:0002510; HP:0002521; HP:0011097; HP:0006808; HP:0001258; HP:0010818; HP:0010851; HP:0010864; HP:0000006; HP:0001151; HP:0001344,19557857; 18469812; 32105008; 31387522; 31344879; 30654231; 29929108; 29896790; 29718889; 29544889; 29264391; 28944233; 27184330; 27069701; 26865513; 26514728; 26384463; 26212315; 25714420; 25631041; 25418441; 24623842; 24315539; 24189369; 24170257; 24095819; 23763664; 23533165; 23531706; 23409955; 22596016; 21770924; 21762454; 21364700; 21204804; 21062273; 20887364; 20876469; 22211739; 22787616; 23593750; 24550774; 25008876; 26658169; 27799854; 27799865; 31151759; 32521962; 32815282; 33632674; 34390894; 34392114; 35002760; 35002943; 35007884; 35190816; 35655584; 35663845; 35841834; 35851549; 35937496; 35998430,DD,,2019-08-06 12:32:12+00:00
G2P01149,EDN1,131240,HGNC:3176,ET1,EDN1-related auriculocondylar syndrome,615706,,biallelic_autosomal,,strong,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,,24268655,DD; Skeletal,,2025-01-27 15:20:23+00:00
G2P01160,DYRK1A,600855,HGNC:3091,DYRK; DYRK1; MNBH,DYRK1A-related intellectual developmental disorder,614104,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0011844; HP:0000951; HP:0002817; HP:0001155; HP:0004322; HP:0000271; HP:0000929; HP:0000347; HP:0000366; HP:0000252; HP:0001250; HP:0001263; HP:0000490,21294719; 23160955; 23099646; 31803247; 31263215; 29034068; 28053047; 26922654; 25944381; 25920557; 25707398; 25641759,DD,,2015-07-22 16:15:13+00:00
G2P01211,NEB,161650,HGNC:7720,NEB177D; NEM2,NEB-related typical nemaline myopathy,256030,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001371; HP:0003306; HP:0003307; HP:0003324; HP:0003701; HP:0002650; HP:0001284; HP:0003445; HP:0003458; HP:0003690; HP:0003593; HP:0003722; HP:0003798; HP:0003803; HP:0003810; HP:0000478; HP:0002747; HP:0001547; HP:0011968; HP:0002015; HP:0008180; HP:0001319; HP:0001265; HP:0000175; HP:0001558; HP:0002058; HP:0001270; HP:0002359; HP:0002515; HP:0000218; HP:0002804; HP:0000007; HP:0000369; HP:0001283; HP:0001533; HP:0001561,10051637; 27933661; 27105866; 21798101; 23443021; 24056153; 25296583; 25589042; 25589043; 26403434; 26562614; 30467404; 32939402,DD,,2017-12-08 09:13:44+00:00
G2P01220,MTOR,601231,HGNC:3942,FLJ44809; FRAP; FRAP1; FRAP2; RAFT1; RAPT1,MTOR-related Smith-Kingsmore syndrome,616638,,monoallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0000271; HP:0000256; HP:0001250; HP:0007206; HP:0001355; HP:0001249,28892148; 23934111,DD,,2017-11-01 10:42:08+00:00
G2P01399,CHD7,608892,HGNC:20626,CRG; FLJ20357; FLJ20361; KIAA1416,CHD7-related CHARGE syndrome,214800,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0005368; HP:0002650; HP:0002901; HP:0003745; HP:0000347; HP:0003812; HP:0003974; HP:0004058; HP:0002032; HP:0004404; HP:0000359; HP:0000324; HP:0000252; HP:0004496; HP:0010628; HP:0003022; HP:0001888; HP:0000050; HP:0000772; HP:0011968; HP:0001631; HP:0002015; HP:0001018; HP:0000568; HP:0000508; HP:0008213; HP:0000821; HP:0000824; HP:0002937; HP:0000407; HP:0008551; HP:0000028; HP:0008897; HP:0000175; HP:0000204; HP:0000528; HP:0001629; HP:0001643; HP:0001719; HP:0001636; HP:0000458; HP:0002023; HP:0002025; HP:0002139; HP:0001249; HP:0002247; HP:0002575; HP:0000823; HP:0000089; HP:0000589; HP:0010515; HP:0001161; HP:0009778; HP:0000567; HP:0000480; HP:0010443; HP:0001642; HP:0000104; HP:0200021; HP:0000006; HP:0000044; HP:0000054; HP:0000066; HP:0000085; HP:0000126; HP:0000272; HP:0000316; HP:0000321; HP:0000378; HP:0000394; HP:0000410; HP:0000465; HP:0000494; HP:0000588; HP:0000612; HP:0000860; HP:0001171; HP:0001442; HP:0001537; HP:0001539,18978652; 17334995; 16400610; 17661815; 15300250; 17937444; 18074359; 26590800; 16118347; 16155193; 16169932; 16615981; 16763960; 16960397; 18073582; 18445044; 18472328; 18484313; 18505430; 18834967; 19021638; 19159393; 19248844; 20052490; 20186815; 20624498; 20943277; 21041284; 21158681; 21196067; 21378379; 21554267; 21931733; 22302456; 22399515; 22517486; 23024289; 23333604; 23495722; 23677905; 23956205; 24550764; 24578717; 24636850,DD; Eye,,2017-08-15 14:30:44+00:00
G2P01406,KMT2A,159555,HGNC:7132,ALL-1; ALL1; CXXC7; HRX; HTRX; HTRX1; MLL; MLL1; MLL1A; TRX1,KMT2A-related Wiedemann-Steiner syndrome,605130,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001290; HP:0001252; HP:0004322; HP:0001510; HP:0000164; HP:0001831; HP:0002750; HP:0009803; HP:0004209; HP:0005819; HP:0001250; HP:0000527; HP:0000581; HP:0000718; HP:0001508; HP:0001007; HP:0001263; HP:0000750; HP:0012368; HP:0002019; HP:0002136; HP:0001249; HP:0000218; HP:0000486; HP:0000286; HP:0045025; HP:0000006; HP:0000219; HP:0000316; HP:0000343; HP:0000369; HP:0000431; HP:0000437; HP:0000445; HP:0000494; HP:0000574; HP:0000664; HP:0000960; HP:0001182,22795537; 32311999; 31250358; 31168168; 31044088; 30841869; 30549396; 29203834; 28815892; 27777327; 27759909; 27320412; 25929198; 25810209; 24886118; 24818805; 34469078; 33043602,DD; Skin,,2025-01-09 15:40:16+00:00
G2P01420,CHD2,602119,HGNC:1917,DKFZP547I1315; DKFZP686E01200; DKFZP781D1727; FLJ38614,CHD2-related epileptic encephalopathy,615369,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000271; HP:0000929; HP:0000492; HP:0001250; HP:0008050; HP:0001263; HP:0001249,23708187; 24207121; 24614520; 25672921; 25783594; 26262932; 28910737; 28960266; 29529558; 29740950; 31677157; 31993582; 32170405; 34609735; 34713950; 35222528; 35386198; 35627293; 35774518; 35774528; 37873138; 37877434; 38125503,DD,,2025-01-16 12:20:09+00:00
G2P01438,ADAR,146920,HGNC:225,ADAR1; DRADA; G1P1; IFI4,ADAR-related Aicardi-Goutieres syndrome associated with a type I interferon signature,615010,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,23001123; 24262145; 28139822; 29221912,DD,,2025-01-21 16:20:53+00:00
G2P01518,PDHA1,300502,HGNC:8806,E1ALPHA; PDHA,PDHA1-related intellectual disabiltiy,312170,,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0003348; HP:0001252; HP:0003593; HP:0003812; HP:0001332; HP:0001999; HP:0000252; HP:0004900; HP:0004925; HP:0000496; HP:0001250; HP:0002119; HP:0001266; HP:0002059; HP:0000508; HP:0001263; HP:0001254; HP:0002151; HP:0002007; HP:0002131; HP:0001249; HP:0002490; HP:0002872; HP:0002928; HP:0006799; HP:0000343; HP:0000431; HP:0000454; HP:0000463; HP:0001274; HP:0001423; HP:0001518,1909778; 9686362; 10486093; 8771169; 2378353; 1293379; 8199595; 2537010; 3137520; 12379317; 8032855; 7573035; 1907799; 1909401,DD,,2015-07-22 16:15:35+00:00
